smiles,iupac_name,common_name,t3db_id,cas,toxicity_class,toxicity_score,is_toxic,ld50_mg_kg,logp,mol_weight,source
N#CC(C#N)=Cc1ccc(Cl)cc1,2-[(4-chlorophenyl)methylidene]propanedinitrile,P-Chlorobenzylidenemalonitrile,T3D4657,1867-38-5,toxic,3,1,,2.7766050913333333,188.613,t3db_local
C1=Nc2ccccc2Oc2ccccc21,"2-oxa-9-azatricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,9,11,13-heptaene","Dibenz(b,F)-1,4-oxazepine",T3D4658,257-07-8,toxic,3,1,,3.3745480956666665,195.2167,t3db_local
O=C(CCl)c1ccccc1,2-chloro-1-phenylethan-1-one,a-Chloroacetophenone,T3D4659,532-27-4,toxic,3,1,,2.068237144666667,154.594,t3db_local
N#CC(C#N)=Cc1ccccc1Cl,2-[(2-chlorophenyl)methylidene]propanedinitrile,2-Chlorobenzylidene malononitrile,T3D4660,2698-41-1,toxic,3,1,,2.7766050913333333,188.613,t3db_local
CCOC(=O)CI,ethyl 2-iodoacetate,Ethyl iodoacetate,T3D4661,623-48-3,toxic,3,1,,1.2249171646666666,214.0017,t3db_local
CC(=O)CCl,1-chloropropan-2-one,Chloracetone,T3D4662,78-95-5,toxic,3,1,,0.6436236183333331,92.524,t3db_local
[Cl-].[Na+],sodium chloride,Sodium chloride,T3D4666,7647-14-5,toxic,3,1,1000.0,-0.77,58.443,t3db_local
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,"(1S,10R,11S,14S,15S)-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol",Estradiol,T3D4668,50-28-2,toxic,3,1,,3.745501328333334,272.382,t3db_local
Cc1ccc(N)cc1N,"4-methylbenzene-1,3-diamine","2,4-Toluenediamine",T3D4669,95-80-7,toxic,3,1,,0.8288152973333333,122.1677,t3db_local
Nc1ccc(Cc2ccc(N)cc2)cc1,4-[(4-aminophenyl)methyl]aniline,"4,4'-Methylenedianiline",T3D4672,101-77-9,toxic,3,1,,2.407187935,198.2637,t3db_local
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,6-[3-(adamantan-1-yl)-4-methoxyphenyl]naphthalene-2-carboxylic acid,Adapalene,T3D4673,106685-40-9,toxic,3,1,,6.458501423666666,412.5201,t3db_local
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,N-{4-[(acridin-9-yl)amino]-3-methoxyphenyl}methanesulfonamide,Amsacrine,T3D4674,51264-14-3,toxic,3,1,,3.161621245666667,393.459,t3db_local
COC(=O)C1=CCCN(C)C1,"methyl 1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate",Arecoline,T3D4675,63-75-2,toxic,3,1,,0.6488026606666668,155.1943,t3db_local
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,"4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydro-1,3,5-triazin-2-one",Azacitidine,T3D4676,320-67-2,toxic,3,1,,-3.065332952,244.2047,t3db_local
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,6-[(1-methyl-4-nitro-1H-imidazol-5-yl)sulfanyl]-7H-purine,Azathioprine,T3D4677,446-86-6,toxic,3,1,,1.173143957666667,277.263,t3db_local
O=NN(CCCl)C(=O)NCCCl,"1,3-bis(2-chloroethyl)-3-nitrosourea",Carmustine,T3D4681,154-93-8,toxic,3,1,,1.0226562823333332,214.05,t3db_local
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,4-{4-[bis(2-chloroethyl)amino]phenyl}butanoic acid,Chlorambucil,T3D4684,305-03-3,toxic,3,1,,3.937154981999999,304.212,t3db_local
COCCl,chloro(methoxy)methane,Chloromethyl methyl ether,T3D4685,107-30-2,toxic,3,1,,0.7383063956666667,80.514,t3db_local
N[Pt](N)(Cl)Cl,dichloroplatinumdiamine,Cisplatin,T3D4686,15663-27-1,toxic,3,1,,0.0413999999999997,298.035,t3db_local
O=P1(N(CCCl)CCCl)NCCCO1,"2-[bis(2-chloroethyl)amino]-1,3,2lambda5-oxazaphosphinan-2-one",Cyclophosphamide,T3D4688,50-18-0,toxic,3,1,,0.0965476866666661,261.086,t3db_local
CN(C)N=Nc1[nH]cnc1C(N)=O,5-(dimethyltriaz-1-en-1-yl)-1H-imidazole-4-carboxamide,Dacarbazine,T3D4689,4342-03-4,toxic,3,1,,-0.4258889623333337,182.1832,t3db_local
O=C(O)C(Cl)Cl,"2,2-dichloroacetic acid",Dichloroacetic Acid,T3D4690,79-43-6,very toxic,4,1,,1.0581826133333334,128.942,t3db_local
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,"(1S,11S,15S)-5-hydroxy-15-methyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-2(7),3,5,9-tetraen-14-one",Equilin,T3D4693,474-86-2,toxic,3,1,,3.9034495526666655,268.3502,t3db_local
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,"(10R,11R,15R,16S)-16-{[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-hexahydro-2H-pyrano[3,2-d][1,3]dioxin-6-yl]oxy}-10-(4-hydroxy-3,5-dimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0^{3,7}.0^{11,15}]hexadeca-1,3(7),8-trien-12-one",Etoposide,T3D4695,33419-42-0,toxic,3,1,,1.1604304576666673,588.5566,t3db_local
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,"(2S,6'R)-7-chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[1-benzofuran-2,1'-cyclohexan]-2'-ene-3,4'-dione",Griseofulvin,T3D4696,126-07-8,toxic,3,1,,2.172137458333333,352.766,t3db_local
[Fe+2],lambda2-iron(2+) ion,Iron,T3D4697,7439-89-6,toxic,3,1,,-0.77,55.845,t3db_local
CC(C)O,propan-2-ol,Isopropyl alcohol,T3D4699,67-63-0,toxic,3,1,,0.2548059106666668,60.095,t3db_local
O=NN(CCCl)C(=O)NC1CCCCC1,3-(2-chloroethyl)-1-cyclohexyl-3-nitrosourea,Lomustine,T3D4700,13010-47-4,toxic,3,1,,2.15743697,233.695,t3db_local
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,(2S)-2-amino-3-{4-[bis(2-chloroethyl)amino]phenyl}propanoic acid,Melphalan,T3D4702,148-82-3,toxic,3,1,,0.2521962247331681,305.2,t3db_local
Cc1ncc([N+](=O)[O-])n1CCO,2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,Metronidazole,T3D4703,443-48-1,toxic,3,1,,-0.4593102246666665,171.154,t3db_local
O=C(O)CN(CC(=O)O)CC(=O)O,2-[bis(carboxymethyl)amino]acetic acid,Nitrilotriacetic Acid,T3D4705,139-13-9,toxic,3,1,,-2.0884216896573173,191.1388,t3db_local
CCOc1ccc(NC(C)=O)cc1,N-(4-ethoxyphenyl)acetamide,Phenacetin,T3D4707,62-44-2,toxic,3,1,,1.4100928723333332,179.2157,t3db_local
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,"3,3-bis(4-hydroxyphenyl)-1,3-dihydro-2-benzofuran-1-one",Phenolphthalein,T3D4708,77-09-8,toxic,3,1,,4.353301456333334,318.3228,t3db_local
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"(1S,2R,10S,11S,14R,15S)-14-hydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-3,6-diene-5,17-dione",Prednisone,T3D4710,53-03-2,toxic,3,1,,1.6585041779999985,358.4281,t3db_local
CNNCc1ccc(C(=O)NC(C)C)cc1,4-[(2-methylhydrazin-1-yl)methyl]-N-(propan-2-yl)benzamide,Procarbazine,T3D4711,671-16-9,toxic,3,1,,0.9857342426666668,221.2988,t3db_local
CCCc1cc(=O)[nH]c(=S)[nH]1,"6-propyl-2-sulfanylidene-1,2,3,4-tetrahydropyrimidin-4-one",Propylthiouracil,T3D4712,51-52-5,toxic,3,1,,1.203742354333333,170.232,t3db_local
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"(2-{4-[(1Z)-1,2-diphenylbut-1-en-1-yl]phenoxy}ethyl)dimethylamine",Tamoxifen,T3D4714,10540-29-1,toxic,3,1,,6.351221955666667,371.5146,t3db_local
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,"(10R,11R,15R,16S)-16-{[(4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-(thiophen-2-yl)-hexahydro-2H-pyrano[3,2-d][1,3]dioxin-6-yl]oxy}-10-(4-hydroxy-3,5-dimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0³,⁷.0¹¹,¹⁵]hexadeca-1,3(7),8-trien-12-one",Teniposide,T3D4715,29767-20-2,toxic,3,1,,2.784029192333334,656.654,t3db_local
S=P(N1CC1)(N1CC1)N1CC1,tris(aziridin-1-yl)-λ⁵-phosphanethione,Thiotepa,T3D4716,52-24-4,toxic,3,1,,-1.0273805153333335,189.218,t3db_local
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,"5-[bis(2-chloroethyl)amino]-1,2,3,4-tetrahydropyrimidine-2,4-dione",Uracil mustard,T3D4718,66-75-1,toxic,3,1,,0.40531176,252.098,t3db_local
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one",Zalcitabine,T3D4719,7481-89-2,harmful,2,1,,-1.1882264563333331,211.2178,t3db_local
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,"1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",Zidovudine,T3D4720,30516-87-1,toxic,3,1,,-0.2987091583333329,267.2413,t3db_local
o1oo1,trioxirane,Ozone,T3D4725,10028-15-6,very toxic,4,1,,0.453308789,47.9982,t3db_local
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,"2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid",Diclofenac,T3D4729,15307-86-5,toxic,3,1,,4.259009233333334,296.149,t3db_local
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(1S,2R,8S,10R,11S,14R,15S)-14-acetyl-2,8,15-trimethyl-5-oxotetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-14-yl acetate",Medroxyprogesterone Acetate,T3D4730,71-58-9,toxic,3,1,,4.129323784333336,386.5244,t3db_local
[Cl-].[K+],potassium chloride,Potassium Chloride,T3D4731,7447-40-7,very toxic,4,1,,0.2,74.551,t3db_local
C=CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"(1R,9S,12S,13R,14S,17R,18Z,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(1E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-(prop-2-en-1-yl)-11,28-dioxa-4-azatricyclo[22.3.1.0^{4,9}]octacos-18-ene-2,3,10,16-tetrone",Tacrolimus,T3D4732,104987-11-3,toxic,3,1,,5.594120193333334,804.0182,t3db_local
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,"(3S)-2-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",Quinapril,T3D4733,85441-61-8,toxic,3,1,,1.9639355816656752,438.5161,t3db_local
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,4-(1-hydroxy-2-{[6-(4-phenylbutoxy)hexyl]amino}ethyl)-2-(hydroxymethyl)phenol,Salmeterol,T3D4734,89365-50-4,very toxic,4,1,,3.6146962067229897,415.5656,t3db_local
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,Salbutamol,T3D4735,18559-94-9,toxic,3,1,,0.3444161509994905,239.3107,t3db_local
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"{[(2R,3S,4S,5R)-5-(6-amino-2-fluoro-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",Fludarabine,T3D4736,75607-67-9,toxic,3,1,,-3.616550941463389,365.2117,t3db_local
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"{2-[4-(2-butyl-1-benzofuran-3-carbonyl)-2,6-diiodophenoxy]ethyl}diethylamine",Amiodarone,T3D4737,1951-25-3,toxic,3,1,,7.635421424666667,645.3116,t3db_local
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,4-methoxy-N-{2-[2-(1-methylpiperidin-2-yl)ethyl]phenyl}benzamide,Encainide,T3D4738,66778-36-7,toxic,3,1,,4.492219194666667,352.4699,t3db_local
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,"(5R,6S)-3-({2-[(E)-(aminomethylidene)amino]ethyl}sulfanyl)-6-[(1R)-1-hydroxyethyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",Imipenem,T3D4739,74431-23-5,toxic,3,1,,-3.851222543867604,299.346,t3db_local
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,4-[4-(4-hydroxyphenyl)hexan-3-yl]phenol,Hexestrol,T3D4740,84-16-2,toxic,3,1,,5.365653387333333,270.3661,t3db_local
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,"2-[(4-{[(2,4-diaminopteridin-6-yl)methyl]amino}phenyl)formamido]pentanedioic acid",Aminopterin,T3D4741,54-62-6,toxic,3,1,,-0.950827550097597,440.4127,t3db_local
CCCCCCCCCCCCCCOS(=O)(=O)O,(tetradecyloxy)sulfonic acid,Sodium Tetradecyl Sulfate,T3D4742,1191-50-0,toxic,3,1,,5.305994364,294.451,t3db_local
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,"(1S,10R,11S,14R,15S)-14-ethynyl-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol",Ethinyl Estradiol,T3D4743,57-63-6,toxic,3,1,,3.897353088000001,296.4034,t3db_local
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,4-[4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,Diethylstilbestrol,T3D4744,56-53-1,toxic,3,1,,5.193882748,268.3502,t3db_local
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(1S,2R,10R,11S,14R,15S)-14-ethynyl-14-hydroxy-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",Norethindrone,T3D4745,68-22-4,toxic,3,1,,3.217227937333333,298.4192,t3db_local
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,"(1S,10R,11S,15S)-5-hydroxy-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-trien-14-one",Estrone,T3D4746,53-16-7,toxic,3,1,,4.309029034000001,270.3661,t3db_local
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,"(1S,2S,3S,5R,11R,12S,15R,16S)-15-acetyl-9-chloro-2,16-dimethyl-6-oxopentacyclo[9.7.0.0²,⁸.0³,⁵.0¹²,¹⁶]octadeca-7,9-dien-15-yl acetate",Cyproterone acetate,T3D4747,427-51-0,toxic,3,1,,3.638856937333333,416.938,t3db_local
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,"(1S,2R,10R,11S,14S,15S)-14-hydroxy-2,14,15-trimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",Methyltestosterone,T3D4748,58-18-4,toxic,3,1,,3.6459999660000006,302.451,t3db_local
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,"(1S,2R,10R,11S,14R,15S)-15-ethyl-14-ethynyl-14-hydroxytetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",Levonorgestrel,T3D4749,797-63-7,toxic,3,1,,3.6617966023333337,312.4458,t3db_local
CS(=O)(=O)OCCCCOS(C)(=O)=O,4-(methanesulfonyloxy)butyl methanesulfonate,Busulfan,T3D4750,55-98-1,toxic,3,1,,-0.7590282259999991,246.302,t3db_local
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,"(1S,2S,7S,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-5-one",Dihydrotestosterone,T3D4751,521-18-6,toxic,3,1,,3.4112576326666675,290.4403,t3db_local
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,[(E)-[(5-nitrofuran-2-yl)methylidene]amino]urea,Nitrofural,T3D4752,59-87-0,toxic,3,1,,-0.1350633863333332,198.1362,t3db_local
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,"(1'S,2R,2'R,9'R,10'R,11'S,15'S)-9'-(acetylsulfanyl)-2',15'-dimethylspiro[oxolane-2,14'-tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan]-6'-ene-5,5'-dione",Spironolactone,T3D4753,52-01-7,toxic,3,1,,3.636754577333333,416.573,t3db_local
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"(1S,2R,10R,11S,14S,15S)-2,15-dimethyl-5-oxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-14-yl propanoate",Testosterone Propionate,T3D4754,57-85-2,toxic,3,1,,4.507084555000001,344.4877,t3db_local
CCCCCCCCCCCCCCCCCC(=O)O,octadecanoic acid,Stearic acid,T3D4755,57-11-4,toxic,3,1,,7.145720107666667,284.4772,t3db_local
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,"(1R,2S,10S,11S,13R,14S,15S,17S)-1-fluoro-13,14,17-trihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-3,6-dien-5-one",Triamcinolone,T3D4756,124-94-7,toxic,3,1,,0.241693246333333,394.4339,t3db_local
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O,"(1S,9R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-2,4,6-triene-5,14-diol",Fulvestrant,T3D4757,129453-61-8,toxic,3,1,,7.57184088,606.771,t3db_local
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",Quercetin,T3D4758,117-39-5,toxic,3,1,,2.156299464,302.2357,t3db_local
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,"(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid",Liothyronine,T3D4759,6893-02-3,toxic,3,1,,2.798504958851472,650.9735,t3db_local
OC[C@@H]1O[C@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@H]1[C@H](O)[C@H]2O)O[C@H]7CO)O[C@H]6CO)O[C@@H]5CO)O[C@H]4CO)O[C@H]3CO,"(1S,3S,5R,6S,8S,10S,11S,13S,15S,16S,18S,20S,21S,23S,25S,26S,28S,30S,31R,32R,33R,34R,35R,36R,37R,38R,39R,40R,41R,42R)-5,10,15,20,25,30-hexakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29-dodecaoxaheptacyclo[26.2.2.2³,⁶.2⁸,¹¹.2¹³,¹⁶.2¹⁸,²¹.2²³,²⁶]dotetracontane-31,32,33,34,35,36,37,38,39,40,41,42-dodecol",Alpha-Cyclodextrin (Cyclohexa-Amylose),T3D4760,10016-20-3,toxic,3,1,,-10.625013874,972.8436,t3db_local
CCCCc1ccccc1,butylbenzene,Butylbenzene,T3D4761,104-51-8,toxic,3,1,,3.820373200333333,134.2182,t3db_local
CC(O)CCO,"butane-1,3-diol","1,3-Butanediol",T3D4762,107-88-0,toxic,3,1,,-0.7321443170000002,90.121,t3db_local
OC1CCCCC1,cyclohexanol,Cyclohexanol,T3D4763,108-93-0,toxic,3,1,,1.2806934630000002,100.1589,t3db_local
CNC[C@H](O)c1ccc(O)c(O)c1.Cl,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol hydrochloride",Erythromycin,T3D4764,114-07-8,toxic,3,1,,-0.429529285017132,219.665,t3db_local
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1-(azepan-1-yl)-3-(4-methylbenzenesulfonyl)urea,Tolazamide,T3D4765,1156-19-0,toxic,3,1,,1.9119900006666664,311.4,t3db_local
CCCCCCCCCC,decane,N-Decane,T3D4766,124-18-5,toxic,3,1,,4.909412552666667,142.2817,t3db_local
NC(=O)NO,hydroxyurea,Hydroxyurea,T3D4767,127-07-1,toxic,3,1,,-1.3670155889999998,76.0547,t3db_local
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,Flutamide,T3D4768,13311-84-7,toxic,3,1,,3.2723109796666665,276.2118,t3db_local
NCCO,2-aminoethan-1-ol,Ethanolamine,T3D4769,141-43-5,toxic,3,1,,-1.3155608773333334,61.0831,t3db_local
Nc1nc(=S)c2[nH]cnc2[nH]1,"2-amino-6,7-dihydro-3H-purine-6-thione",Tioguanine,T3D4770,154-42-7,toxic,3,1,,-0.3494693499999999,167.192,t3db_local
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]benzene-1-sulfonamide,Celecoxib,T3D4771,169590-42-5,toxic,3,1,,4.009441774333333,381.372,t3db_local
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,"1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",Stavudine,T3D4772,3056-17-5,toxic,3,1,,-0.2318060949999994,224.2133,t3db_local
CCCCCCCCCC(=O)O,decanoic acid,Capric acid,T3D4773,334-48-5,harmful,2,1,,3.5891707876666663,172.2646,t3db_local
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,"(2R,3S,5R)-5-(6-amino-2-chloro-9H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",Cladribine,T3D4774,4291-63-8,toxic,3,1,,-0.2817754633333334,285.687,t3db_local
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,Fenofibrate,T3D4775,49562-28-9,toxic,3,1,,5.277762736,360.831,t3db_local
O=c1[nH]cc(F)c(=O)[nH]1,"5-fluoro-1,2,3,4-tetrahydropyrimidine-2,4-dione",Fluorouracil,T3D4776,51-21-8,toxic,3,1,,-0.6558480899999999,130.0772,t3db_local
NNC(=O)c1ccncc1,pyridine-4-carbohydrazide,Isoniazid,T3D4777,54-85-3,toxic,3,1,,-0.6902620096666666,137.1393,t3db_local
CC(O)CO,"propane-1,2-diol",Propylene glycol,T3D4778,57-55-6,toxic,3,1,,-0.7921040560000001,76.0944,t3db_local
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",Pyrimethamine,T3D4779,58-14-0,toxic,3,1,,2.748303154333333,248.711,t3db_local
Cn1c(=O)c2[nH]cnc2n(C)c1=O,"1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",Theophylline,T3D4780,58-55-9,toxic,3,1,,-0.7693216573333334,180.164,t3db_local
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,"6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",Hydrochlorothiazide,T3D4781,58-93-5,toxic,3,1,,-0.5756177763333332,297.739,t3db_local
CCCCCCCCCCCCCCC,pentadecane,Pentadecane,T3D4782,629-62-9,toxic,3,1,,7.132255877666665,212.4146,t3db_local
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,"5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione",Nilutamide,T3D4783,63612-50-0,toxic,3,1,,2.250776846,317.2207,t3db_local
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,Clofibrate,T3D4784,637-07-0,toxic,3,1,,3.401834674,242.699,t3db_local
O=C(O)c1ccccc1,benzoic acid,Benzoic acid,T3D4785,65-85-0,toxic,3,1,,1.630828724,122.123,t3db_local
