smiles,iupac_name,common_name,t3db_id,cas,toxicity_class,toxicity_score,is_toxic,ld50_mg_kg,logp,mol_weight,source
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,"(1R,2R,3R,4R,5S,6S)-1,2,3,4,5,6-hexachlorocyclohexane",alpha-Hexachlorocyclohexane,T3D0115,319-84-6,very toxic,4,1,,4.345541484,290.83,t3db_local
Clc1cccc(Cl)c1Cl,"1,2,3-trichlorobenzene","1,2,3-Trichlorobenzene",T3D0116,87-61-6,toxic,3,1,,3.785379845,181.447,t3db_local
[Mn+2],manganese(2+) ion,Manganese,T3D0117,7439-96-5,toxic,3,1,,-0.156,54.938,t3db_local
[90SrH2],(⁹⁰Sr)strontium,Strontium-90,T3D0120,10098-97-2,toxic,3,1,,-0.3,89.9077,t3db_local
[239Pu],(²³⁹Pu)plutonium,Plutonium-239,T3D0121,15117-48-3,toxic,3,1,,0.0,239.0522,t3db_local
[210Po],(²¹⁰Po)polanylidene,Polonium-210,T3D0122,13981-52-7,toxic,3,1,,0.0,209.9829,t3db_local
C[Hg+],methylmercuryylium,Methylmercury,T3D0123,22967-92-6,very toxic,4,1,100.0,0.4886000000000001,215.62,t3db_local
[238Pu],(²³⁸Pu)plutonium,Plutonium-238,T3D0124,13981-16-3,toxic,3,1,,0.0,238.0496,t3db_local
[210PbH2],(²¹⁰Pb)plumbane,Lead-210,T3D0125,14255-04-0,toxic,3,1,,0.0299999999999999,209.9842,t3db_local
[Pu],plutonium,Plutonium,T3D0126,7440-07-5,toxic,3,1,,0.0,244.0,t3db_local
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,"O,O-diethyl O-3,5,6-trichloropyridin-2-yl phosphorothioate",Chlorpyrifos,T3D0127,2921-88-2,very toxic,4,1,300.0,4.784318596666666,350.586,t3db_local
[Cu+2],copper(2+) ion,Copper,T3D0128,7440-50-8,very toxic,4,1,,0.156,63.546,t3db_local
[241Am],(²⁴¹Am)americium,Americium-241,T3D0129,86954-36-1,toxic,3,1,,0.0,241.0568,t3db_local
[220Rn],(²²⁰Rn)radon,Radon-220,T3D0130,22481-48-7,very toxic,4,1,,0.0,220.0114,t3db_local
[131I],(¹³¹I)iodanyl,Iodine-131,T3D0132,10043-66-0,toxic,3,1,,1.2409752596666666,130.9061,t3db_local
C#N,formonitrile,Hydrogen cyanide,T3D0133,74-90-8,very toxic,4,1,,-0.3461983156666666,27.0253,t3db_local
CCCC[SnH](CCCC)CCCC,tributylstannyl,Tributyltin,T3D0134,688-73-3,very toxic,4,1,,3.5287000000000006,290.05,t3db_local
COP(=S)(OC)SCn1nnc2ccccc2c1=O,"O,O-dimethyl {[(4-oxo-3,4-dihydro-1,2,3-benzotriazin-3-yl)methyl]sulfanyl}phosphonothioate",Guthion,T3D0135,86-50-0,extremely toxic,5,1,50.0,3.244769911,317.324,t3db_local
[237Np],(²³⁷Np)neptunium,Neptunium-237,T3D0136,13994-20-2,toxic,3,1,,0.0,237.0482,t3db_local
c1ccc2c(c1)ccc1c3ccccc3ccc21,chrysene,Chrysene,T3D0137,218-01-9,toxic,3,1,,4.941676085999999,228.2879,t3db_local
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,"decachloropentacyclo[5.3.0.0²,⁶.0³,⁹.0⁴,⁸]decan-5-one",Chlordecone,T3D0138,143-50-0,very toxic,4,1,,6.354821992666667,490.636,t3db_local
[129I],(¹²⁹I)iodanyl,Iodine-129,T3D0139,15046-84-1,toxic,3,1,,1.2409752596666666,128.905,t3db_local
[240Pu],(²⁴⁰Pu)plutonium,Plutonium-240,T3D0140,14119-33-6,toxic,3,1,,0.0,240.0538,t3db_local
CCCCSP(=O)(SCCCC)SCCCC,1-{[bis(butylsulfanyl)phosphoryl]sulfanyl}butane,"S,S,S-Tributyl phosphorotrithioate",T3D0141,78-48-8,very toxic,4,1,,5.570307637333333,314.511,t3db_local
BrBr,dibromane,Bromine,T3D0142,7726-95-6,toxic,3,1,,1.3836957819999998,159.808,t3db_local
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,"2,2,2-trichloro-1,1-bis(4-chlorophenyl)ethan-1-ol",Dicofol,T3D0144,115-32-2,very toxic,4,1,,5.558430721,370.486,t3db_local
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,"O,O-diethyl O-4-nitrophenyl phosphorothioate",Parathion,T3D0145,56-38-2,slightly toxic,1,0,7143.0,3.315206477,291.261,t3db_local
ClC(Cl)C(Cl)Cl,"1,1,2,2-tetrachloroethane","1,1,2,2-Tetrachloroethane",T3D0146,79-34-5,very toxic,4,1,,2.837905157333333,167.849,t3db_local
[SeH4+2],selandiylium,Selenium,T3D0147,7782-49-2,very toxic,4,1,,,78.96,t3db_local
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,"1,2,3,4,5,6-hexachlorocyclohexane","Hexachlorocyclohexane, technical Grade",T3D0148,608-73-1,very toxic,4,1,,4.345541484,290.83,t3db_local
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,"1-chloro-4-[2,2-dichloro-1-(2-chlorophenyl)ethyl]benzene","O,P'-DDD",T3D0151,53-19-0,slightly toxic,1,0,,6.110364791333334,320.041,t3db_local
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,4-[(4-amino-3-chlorophenyl)methyl]-2-chloroaniline,"4,4'-Methylenebis(2-chloroaniline)",T3D0152,101-14-4,toxic,3,1,,3.6152772876666655,267.154,t3db_local
C=CC=C,"buta-1,3-diene","1,3-Butadiene",T3D0156,106-99-0,toxic,3,1,,1.6340245899999997,54.0904,t3db_local
N,ammonia,Ammonia,T3D0157,7664-41-7,very toxic,4,1,,-0.978,17.0305,t3db_local
Cc1ccc2ccccc2c1,2-methylnaphthalene,2-Methylnaphthalene,T3D0158,91-57-6,toxic,3,1,,3.476143962,142.1971,t3db_local
Clc1ccc(Cl)cc1,"1,4-dichlorobenzene","1,4-Dichlorobenzene",T3D0159,106-46-7,toxic,3,1,,3.181335168666666,147.002,t3db_local
CC(Cl)Cl,"1,1-dichloroethane","1,1-Dichloroethane",T3D0160,75-34-3,toxic,3,1,,1.5184708059999998,98.959,t3db_local
c1cc2c3c(cccc3c1)CC2,"1,2-dihydroacenaphthylene",Acenaphthene,T3D0161,83-32-9,toxic,3,1,,3.525839448666666,154.2078,t3db_local
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,"octachloro-8-oxatricyclo[7.4.0.0²,⁷]trideca-1(13),2,4,6,9,11-hexaene","1,2,3,4,6,7,8,9-Octachlorodibenzofuran",T3D0162,39001-02-0,toxic,3,1,,7.983604507666667,443.752,t3db_local
ClCC(Cl)Cl,"1,1,2-trichloroethane","1,1,2-Trichloroethane",T3D0163,79-00-5,harmful,2,1,,2.1692048943333333,133.404,t3db_local
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,"hexachlorocyclopenta-1,3-diene",Hexachlorocyclopentadiene,T3D0165,77-47-4,toxic,3,1,,3.568980819666667,272.772,t3db_local
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,"3,4,5,6,10,11,12-heptachloro-8-oxatricyclo[7.4.0.0²,⁷]trideca-1(13),2,4,6,9,11-hexaene","1,2,3,4,6,7,8-Heptachlorodibenzofuran",T3D0166,38998-75-3,toxic,3,1,,7.379559831333332,409.307,t3db_local
c1ccc(NNc2ccccc2)cc1,"1,2-diphenylhydrazine","1,2-Diphenylhydrazine",T3D0167,122-66-7,toxic,3,1,,3.763567196666666,184.2371,t3db_local
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,"4,5,6,11,12-pentachloro-8-oxatricyclo[7.4.0.0²,⁷]trideca-1(13),2,4,6,9,11-hexaene","2,3,4,7,8-Pentachlorodibenzofuran",T3D0168,57117-31-4,toxic,3,1,,6.171470478666666,340.417,t3db_local
Cc1ccc(O)cc1,4-methylphenol,p-Cresol,T3D0170,106-44-5,very toxic,4,1,,2.1831018836666667,108.1378,t3db_local
Clc1ccccc1Cl,"1,2-dichlorobenzene","1,2-Dichlorobenzene",T3D0172,95-50-1,harmful,2,1,,3.181335168666666,147.002,t3db_local
Cl/C=C/Cl,"(E)-1,2-dichloroethene","trans-1,2-Dichloroethene",T3D0173,156-60-5,very toxic,4,1,,1.7412039706666664,96.943,t3db_local
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,"hexacyclo[16.3.1.0^{2,7}.0^{8,21}.0^{11,20}.0^{14,19}]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene","Indeno(1,2,3-cd)pyrene",T3D0174,193-39-5,toxic,3,1,,5.605132388666666,276.3307,t3db_local
S=C=S,methanedithione,Carbon disulfide,T3D0176,75-15-0,very toxic,4,1,,1.9455820593333333,76.141,t3db_local
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,"2,3,4,5-tetrachlorophenol","2,3,4,5-Tetrachlorophenol",T3D0177,25167-83-3,harmful,2,1,,4.085859199666666,231.891,t3db_local
[Am],americium,Americium,T3D0178,7440-35-9,toxic,3,1,,0.0,243.0,t3db_local
[233U],(²³³U)uranium,Uranium-233,T3D0179,13968-55-3,toxic,3,1,,0.0,233.0396,t3db_local
[Pd],palladium,Palladium,T3D0180,7440-05-03,very toxic,4,1,,0.0,106.42,t3db_local
Oc1ccccc1,phenol,Phenol,T3D0182,108-95-2,very toxic,4,1,,1.6696804943333332,94.1112,t3db_local
CCCl,chloroethane,Chloroethane,T3D0183,75-00-3,toxic,3,1,,1.192822742,64.514,t3db_local
CC(C)=O,propan-2-one,Acetone,T3D0184,67-64-1,harmful,2,1,,0.1062798083333333,58.0791,t3db_local
Cc1ccc(C)cc1,"1,4-xylene",p-Xylene,T3D0185,106-42-3,very toxic,4,1,,3.000088594666667,106.165,t3db_local
[Al],alumane,Aluminum,T3D0187,7429-90-5,harmful,2,1,,1.4499999999999995,26.9815,t3db_local
[C-]#[O+],,Carbon monoxide,T3D0189,630-08-0,harmful,2,1,,,28.01,t3db_local
S,hydrogen sulfide,Hydrogen sulfide,T3D0191,7783-06-04,toxic,3,1,,-0.0374999999999999,34.081,t3db_local
CCCCOC(=O)c1ccccc1C(=O)OC,"1-butyl 2-methyl benzene-1,2-dicarboxylate",Bis(2-methoxyethyl) phthalate,T3D0194,34006-76-3,very toxic,4,1,,3.3040987586666666,236.2637,t3db_local
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,"1-benzyl 2-butyl benzene-1,2-dicarboxylate",Benzyl butyl phthalate,T3D0195,85-68-7,very toxic,4,1,,5.028571876,312.3597,t3db_local
Cc1ccccc1O,2-methylphenol,o-Cresol,T3D0196,95-48-7,very toxic,4,1,,2.1831018836666667,108.1378,t3db_local
[V+3],vanadium(3+) ion,Vanadium,T3D0198,7440-62-2,very toxic,4,1,,0.0,50.9415,t3db_local
CN(C)N=O,dimethyl(nitroso)amine,N-Nitrosodimethylamine,T3D0199,62-75-9,toxic,3,1,,0.0386138223333332,74.0818,t3db_local
Clc1ccc(Cl)c(Cl)c1,"1,2,4-trichlorobenzene","1,2,4-Trichlorobenzene",T3D0200,120-82-1,toxic,3,1,,3.785379845,181.447,t3db_local
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,"4,5,11,12-tetrachloro-8-oxatricyclo[7.4.0.0²,⁷]trideca-1(13),2,4,6,9,11-hexaene","2,3,7,8-Tetrachlorodibenzofuran",T3D0207,51207-31-9,toxic,3,1,,5.567425802333334,305.972,t3db_local
Oc1ccc(Cl)cc1Cl,"2,4-dichlorophenol","2,4-Dichlorophenol",T3D0209,120-83-2,toxic,3,1,,2.877769847,163.001,t3db_local
C1COCCO1,"1,4-dioxane","1,4-Dioxane",T3D0210,123-91-1,very toxic,4,1,,-0.0939510166666667,88.1051,t3db_local
[F-],fluoride,Fluorine,T3D0211,7782-41-4,toxic,3,1,,0.1488386396666666,18.9984,t3db_local
O=NO,nitrous acid,Nitrite,T3D0212,14797-65-0,very toxic,4,1,100.0,0.166137638,47.0134,t3db_local
[137CsH],(¹³⁷Cs)caesium,Cesium-137,T3D0213,10045-97-3,toxic,3,1,,0.0,136.9071,t3db_local
[Ag+],silver(1+) ion,Silver,T3D0214,7440-22-4,slightly toxic,1,0,,-0.73,107.8682,t3db_local
O=[Cr](=O)(O)O,dioxochromiumdiol,Chromic acid,T3D0215,7738-94-5,toxic,3,1,,-2.5252,118.0096,t3db_local
O=[N+]([O-])[O-],nitrate,Nitrate,T3D0216,14797-55-8,toxic,3,1,,0.8368003898615884,62.0049,t3db_local
[40KH],(⁴⁰K)potassium,Potassium-40,T3D0217,13966-00-2,toxic,3,1,,0.2,39.964,t3db_local
[Sb+3],antimony(3+) ion,Antimony,T3D0219,7440-36-0,very toxic,4,1,,0.0056,121.76,t3db_local
[227Th],(²²⁷Th)thorium,Thorium-227,T3D0221,15623-47-9,toxic,3,1,,0.0,227.0277,t3db_local
Oc1cc(Cl)c(Cl)cc1Cl,"2,4,5-trichlorophenol","2,4,5-Trichlorophenol",T3D0222,95-95-4,very toxic,4,1,,3.481814523333333,197.446,t3db_local
O=[As](O)(O)O,arsoric acid,Arsenate,T3D0223,15584-04-00,very toxic,4,1,,-1.2099999999999995,141.943,t3db_local
O1[As]2O[As]1O2,bicyclo[1.1.1]diarsoxane,Arsenic trioxide,T3D0224,1327-53-3,supertoxic,6,1,2.857142857142857,2.3136,197.8414,t3db_local
CCOP(=S)(OCC)SCSCC,"O,O-diethyl {[(ethylsulfanyl)methyl]sulfanyl}phosphonothioate",Phorate,T3D0225,298-02-2,very toxic,4,1,,3.162649593666667,260.377,t3db_local
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,"pentacyclo[10.6.2.0^{2,7}.0^{8,20}.0^{15,19}]icosa-1(18),2,4,6,8,10,12(20),13,15(19),16-decaene",Benzo[e]pyrene,T3D0226,192-97-2,toxic,3,1,,5.273404237333333,252.3093,t3db_local
CNC(=O)CSP(=S)(OC)OC,"O,O-dimethyl {[(methylcarbamoyl)methyl]sulfanyl}phosphonothioate",Dimethoate,T3D0229,60-51-5,very toxic,4,1,,0.341660304,229.257,t3db_local
[227Ac],(²²⁷Ac)actinium,Actinium-227,T3D0230,14952-40-0,toxic,3,1,,0.0,227.0277,t3db_local
Nc1ccc(-c2ccccc2)cc1,"[1,1'-biphenyl]-4-amine",4-Aminobiphenyl,T3D0232,92-67-1,toxic,3,1,,2.791545224,169.2224,t3db_local
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,"2-methyl-4-oxo-3-(penta-2,4-dien-1-yl)cyclopent-2-en-1-yl 3-(3-methoxy-2-methyl-3-oxoprop-1-en-1-yl)-2,2-dimethylcyclopropane-1-carboxylate",Pyrethrum,T3D0233,8003-34-7,very toxic,4,1,,4.1543261393333335,372.4547,t3db_local
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,"1,2-dibromo-2,2-dichloroethyl dimethyl phosphate",(±)-Naled,T3D0235,300-76-5,very toxic,4,1,,2.6517798329999995,380.784,t3db_local
CCCSP(=O)(OCC)SCCC,ethyl bis(propylsulfanyl)phosphinate,Ethoprop,T3D0237,13194-48-4,very toxic,4,1,,3.219135164666667,242.339,t3db_local
COP(=O)(OC)OC=C(Cl)Cl,"2,2-dichloroethenyl dimethyl phosphate",Dichlorvos,T3D0240,62-73-7,very toxic,4,1,,1.3727811316666665,220.976,t3db_local
O=[As]([O-])([O-])[O-].O=[As]([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],tricalcium diarsorate,Calcium arsenate,T3D0241,7778-44-1,very toxic,4,1,,-1.2099999999999995,398.072,t3db_local
Cl[Hg]Cl,dichloromercury,Mercuric chloride,T3D0242,7487-94-7,toxic,3,1,,0.569,271.5,t3db_local
O=[As]O[Na],(arsorosooxy)sodium,Sodium arsenite,T3D0243,7784-46-5,very toxic,4,1,,0.8697999999999999,129.9102,t3db_local
C=O,formaldehyde,Formaldehyde,T3D0244,50-00-0,very toxic,4,1,,-0.4669754086666666,30.026,t3db_local
Oc1ccccc1Cl,2-chlorophenol,2-Chlorophenol,T3D0245,95-57-8,toxic,3,1,,2.2737251706666664,128.556,t3db_local
c1ccc2c(c1)ccc1ccccc12,phenanthrene,Phenanthrene,T3D0246,85-01-8,toxic,3,1,,3.9521993293333337,178.2292,t3db_local
F,hydrogen fluoride,Hydrogen fluoride,T3D0247,7664-39-3,very toxic,4,1,,0.1488386396666666,20.0063,t3db_local
O=C(O)COc1ccc(Cl)cc1Cl,"2-(2,4-dichlorophenoxy)acetic acid","2,4-Dichlorophenoxyacetic acid",T3D0248,94-75-7,toxic,3,1,800.0,2.501647211333333,221.037,t3db_local
ClC(Br)Br,dibromo(chloro)methane,Dibromochloromethane,T3D0249,124-48-1,very toxic,4,1,,2.1260461803333333,208.28,t3db_local
CN(C)C=O,"N,N-dimethylformamide","N,N-Dimethylformamide",T3D0252,1968-12-02,toxic,3,1,,-0.6316349046666669,73.0938,t3db_local
c1cc2ccc3cccc4ccc(c1)c2c34,pyrene,Pyrene,T3D0253,129-00-0,toxic,3,1,,4.283927480666667,202.2506,t3db_local
CCOCC,ethoxyethane,Ethyl ether,T3D0255,60-29-7,very toxic,4,1,,0.8381653443333331,74.1216,t3db_local
O=[N+]([O-])c1ccc(O)cc1,4-nitrophenol,4-Nitrophenol,T3D0257,100-02-7,toxic,3,1,,1.6096646836666664,139.1088,t3db_local
[P],phosphanylidyne,Phosphine,T3D0259,7803-51-2,very toxic,4,1,,0.3,30.9738,t3db_local
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],"2-methyl-1,3-dinitrobenzene","2,6-Dinitrotoluene",T3D0261,606-20-2,toxic,3,1,,2.366635584,182.1335,t3db_local
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,"O,O-dimethyl O-4-nitrophenyl phosphorothioate",Methyl parathion,T3D0264,298-00-0,supertoxic,6,1,2.1,2.6015905676666677,263.207,t3db_local
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],"3-(nitrooxy)-2,2-bis[(nitrooxy)methyl]propyl nitrate",Pentaerythritol tetranitrate,T3D0265,1978-11-05,toxic,3,1,,0.961219707333333,316.1366,t3db_local
C=Cc1ccccc1,ethenylbenzene,Styrene,T3D0271,100-42-5,very toxic,4,1,,2.709947884,104.1491,t3db_local
Cl[As]1c2ccccc2Nc2ccccc21,"10-chloro-5,10-dihydrophenarsazinine",Adamsite,T3D0275,578-94-9,very toxic,4,1,,3.5438999999999994,277.581,t3db_local
S1[As]2S[As]3S[As]1S[As](S2)S3,"tricyclo[3.3.1.1³,⁷]tetraarsathiane",Arsenic trisulfide,T3D0276,1303-33-9,very toxic,4,1,,6.687,492.076,t3db_local
S[As],sulfanyl-λ¹-arsanylidene,Arsenic disulfide,T3D0277,1303-32-8,very toxic,4,1,,1.1508,107.995,t3db_local
S.S.S.S.S.[As].[As],diarsanylidyne pentasulfane,Arsenic pentasulfide,T3D0278,1303-34-0,very toxic,4,1,,-0.0374999999999999,320.248,t3db_local
Cl[As](Cl)Cl,trichloroarsane,Arsenic trichloride,T3D0279,7784-34-1,very toxic,4,1,,1.6035,181.281,t3db_local
O[As](O)O,arsorous acid,Arsenous acid,T3D0282,13464-58-9,very toxic,4,1,,-0.8585999999999996,125.9436,t3db_local
O=[As]([O-])([O-])O.[NH4+].[NH4+],diammonium hydrogen arsorate,Ammonium arsenate,T3D0285,7784-44-3,very toxic,4,1,,-1.2099999999999995,176.0041,t3db_local
[Cu+2].[O-][As]([O-])O,copper(2+) ion hydrogen arsorite,Copper(II) arsenite,T3D0286,10290-12-7,very toxic,4,1,,-0.8585999999999996,187.474,t3db_local
[Ga]#[As],gallanylidynearsane,Gallium arsenide,T3D0287,1303-00-0,very toxic,4,1,,0.75,144.645,t3db_local
O=[As]([O-])([O-])[O-].O=[As]([O-])([O-])[O-].[Cu+2].[Cu+2].[Cu+2],tricopper(2+) ion diarsorate,Copper arsenate,T3D0288,10103-61-4,very toxic,4,1,,-1.2099999999999995,468.476,t3db_local
O=[As]([O-])([O-])[O-].[Cu+2].[Cu+2].[OH-],dicopper(2+) ion hydroxide arsorate,Copper arsenate hydroxide,T3D0289,16102-92-4,very toxic,4,1,,-1.2099999999999995,283.019,t3db_local
[K+].[O-][As]([O-])[O-],potassium arsorite,Potassium arsenite,T3D0290,10124-50-2,very toxic,4,1,,-0.8585999999999996,162.0181,t3db_local
O=[As](=O)O[As](=O)=O,diarsooxidane,Arsenic pentoxide,T3D0292,1303-28-2,very toxic,4,1,,0.3656000000000001,229.8402,t3db_local
O=[As]([O-])([O-])[O-].O=[As]([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],trimagnesium(2+) ion diarsorate,Magnesium arsenate,T3D0293,10103-50-1,very toxic,4,1,,-1.2099999999999995,350.753,t3db_local
O=[As]([O-])([O-])[O-].O=[As]([O-])([O-])[O-].[Mn+2].[Mn+2].[Mn+2],trimanganese(2+) ion diarsorate,Manganese arsenate,T3D0294,61136-68-3,toxic,3,1,,-1.2099999999999995,442.6525,t3db_local
O=[As]([O-])([O-])O.[Pb+2],λ²-lead(2+) ion hydrogen arsorate,Lead arsenate,T3D0296,7784-40-9,very toxic,4,1,,-1.2099999999999995,347.1,t3db_local
O=[As](O)(O)O[K],(potassiooxy)arsonic acid,Potassium arsenate,T3D0297,7784-41-0,very toxic,4,1,,-0.2025999999999999,180.0334,t3db_local
O=[As](O)(O)O[Na],(sodiooxy)arsonic acid,Sodium arsenate,T3D0298,7631-89-2,very toxic,4,1,,-0.2025999999999999,163.9248,t3db_local
O=[As]([O-])([O-])[O-].O=[As]([O-])([O-])[O-].[Zn+2].[Zn+2].[Zn+2],trizinc(2+) ion diarsorate,Zinc arsenate,T3D0299,13464-44-3,very toxic,4,1,,-1.2099999999999995,474.065,t3db_local
Nc1ccc([As](=O)(O)O)cc1,(4-aminophenyl)arsonic acid,Arsanilic acid,T3D0300,98-50-0,supertoxic,6,1,1.8571428571428572,-0.1748284467214158,217.0542,t3db_local
C[As+](C)(C)CC(=O)[O-],2-(trimethylarsaniumyl)acetate,Arsenobetaine,T3D0301,64436-13-1,very toxic,4,1,,0.9413000000000002,178.0612,t3db_local
C[As+](C)(C)CCO,(2-hydroxyethyl)trimethylarsanium,Arsenocholine,T3D0302,39895-81-3,very toxic,4,1,,0.7267999999999997,165.0851,t3db_local
C[AsH2],methylarsane,Methylarsine,T3D0303,593-52-2,very toxic,4,1,,0.3410000000000001,91.972,t3db_local
C[AsH]C,dimethylarsane,Dimethylarsine,T3D0304,593-57-7,very toxic,4,1,,0.91,105.9986,t3db_local
C[As](C)C,trimethylarsane,Trimethylarsine,T3D0305,593-88-4,very toxic,4,1,,1.479,120.0252,t3db_local
C[As](=O)(O)O.[Na+].[Na+],disodium methylarsonic acid,"Methylarsonic acid, disodium salt",T3D0308,19444-53-2,very toxic,4,1,,-0.9120999999999996,185.9486,t3db_local
C[As](=O)(O)O[Na],sodium hydrogen methylarsonate,"Methylarsonic acid, monosodium salt",T3D0309,2163-80-6,very toxic,4,1,,0.0953,161.952,t3db_local
O=[As](O)(O)c1ccccc1,phenylarsonic acid,Benzenearsonic acid,T3D0310,98-05-5,very toxic,4,1,,0.9284000000000004,202.0396,t3db_local
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,(4-hydroxy-3-nitrophenyl)arsonic acid,Roxarsone,T3D0311,121-19-7,very toxic,4,1,,0.5975999999999999,263.0365,t3db_local
Cl.Cl.Nc1cc([As]=[As]c2ccc(O)c(N)c2)ccc1O,2-amino-4-[2-(3-amino-4-hydroxyphenyl)diarsen-1-yl]phenol dihydrochloride,"4,4-Arsenobis(2-aminophenol) dihydrochloride",T3D0312,139-93-5,very toxic,4,1,,1.9161999999999997,439.001,t3db_local
NC(=O)Nc1ccc([As](=O)(O)O)cc1,[4-(carbamoylamino)phenyl]arsonic acid,[4-(Aminocarbonyl-amino)phenyl] arsonic acid,T3D0313,121-59-5,very toxic,4,1,,-0.0172999999999998,260.079,t3db_local
NC(=O)CNc1ccc([As](=O)([O-])O)cc1.[Na+],sodium hydrogen {4-[(carbamoylmethyl)amino]phenyl}arsonate,Tryparsamide,T3D0314,554-72-3,very toxic,4,1,,-0.8206999999999999,296.0874,t3db_local
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,(4-nitrophenyl)arsonic acid,Nitarsone,T3D0315,98-72-6,very toxic,4,1,,0.8819999999999997,247.0371,t3db_local
Nc1ccc([As](=O)(O)O[Na])cc1,sodium hydrogen (4-aminophenyl)arsonate,Sodium arsanilate,T3D0316,127-85-5,very toxic,4,1,,1.1525999999999998,239.036,t3db_local
C[As](C)(=O)O[Na],sodium dimethylarsinate,Sodium dimethylarsinate,T3D0317,124-65-2,very toxic,4,1,,0.6781999999999999,159.9792,t3db_local
C[As](C)(C)=O,(dimethylarsoryl)methane,Trimethylarsine oxide,T3D0318,4964-14-1,very toxic,4,1,,0.4768999999999996,136.0246,t3db_local
CC(=O)O[Pb]OCC=O,(2-oxoethoxy)plumbyl acetate,Lead acetate,T3D0319,301-04-2,toxic,3,1,,-0.7050000000000001,325.3,t3db_local
O=[As]O[Pb]O[As]=O,bis(arsorosooxy)plumbane,Lead arsenite,T3D0320,10031-13-7,very toxic,4,1,,1.3696,421.0,t3db_local
[N-]=[N+]=N[Pb]N=[N+]=[N-],diazidoplumbane,Lead azide,T3D0321,13424-46-9,toxic,3,1,,1.4744000000000002,291.2,t3db_local
Br[Pb]Br,dibromoplumbane,Lead bromide,T3D0322,10031-22-8,toxic,3,1,,1.9002,367.0,t3db_local
O=C([O-])[O-].[Pb+2],λ²-lead(2+) ion carbonate,Lead carbonate,T3D0323,598-63-0,toxic,3,1,,0.2500513656666666,267.2,t3db_local
Cl[Pb]Cl,dichloroplumbane,Lead chloride,T3D0324,7758-95-4,toxic,3,1,,1.299,278.1,t3db_local
O=[Cr](=O)([O-])[O-].[Pb+2],λ²-lead(2+) ion dioxochromiumbis(olate),Lead chromate,T3D0325,7758-97-6,toxic,3,1,,-2.5252,323.2,t3db_local
F[B-](F)(F)F.F[B-](F)(F)F.[Pb+2],λ²-lead(2+) ion bis(tetrafluoroboranuide),Lead fluoroborate,T3D0326,13814-96-5,toxic,3,1,,-1.13,380.8,t3db_local
I[Pb]I,diiodoplumbane,Lead iodide,T3D0327,10101-63-0,toxic,3,1,,1.8972,461.0,t3db_local
[Cr+3].[Cr+3].[Mo].[Mo].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Pb+2].[Pb+2],dichromium(3+) ion bis(λ²-lead(2+) ion) dimolybdenum undecaoxidandiide,Lead molybdenum chromate,T3D0328,12709-98-7,toxic,3,1,,-0.6519999999999999,886.3,t3db_local
O=[N+]([O-])O[Pb]O[N+](=O)[O-],(nitrooxy)plumbyl nitrate,Lead nitrate,T3D0329,10099-74-8,toxic,3,1,,1.3684,331.2,t3db_local
O.[PbH2],hydrate plumbane,Lead oxide,T3D0330,1317-36-8,toxic,3,1,,-0.6519999999999999,225.2,t3db_local
O=[Pb]=O,plumbanedione,Lead dioxide,T3D0331,1309-60-0,toxic,3,1,,-0.6728,239.2,t3db_local
O=[Pb],plumbanone,Lead tetroxide,T3D0332,1314-41-6,toxic,3,1,,-0.3214,223.2,t3db_local
